Node ID, Distance (m), Lat, Lon
244421079, 275869.21, 39.94935, -0.08533 
324161161, 275883.06, 39.94922, -0.08533 
244421078, 275896.99, 39.94911, -0.08539 
244421077, 275915.25, 39.94898, -0.08554 
244421076, 275936.10, 39.94892, -0.08576 
324161158, 275953.05, 39.94893, -0.08596 
244421073, 275969.66, 39.94901, -0.08613 
244421119, 275994.67, 39.94880, -0.08626 
244421087, 276054.67, 39.94830, -0.08650 
235564466, 276075.24, 39.94813, -0.08659 
244421120, 276105.38, 39.94788, -0.08673 
235564455, 276125.75, 39.94771, -0.08684 
235564444, 276175.54, 39.94730, -0.08706 
235564434, 276232.71, 39.94681, -0.08727 
235564426, 276265.76, 39.94651, -0.08732 
495303633, 276291.87, 39.94628, -0.08735 
235564416, 276337.77, 39.94587, -0.08745 
244421089, 276380.29, 39.94551, -0.08758 
244421207, 276447.94, 39.94492, -0.08779 
244421206, 276508.71, 39.94440, -0.08799 
244421205, 276530.79, 39.94420, -0.08797 
244421202, 276556.65, 39.94403, -0.08776 
244421200, 276574.14, 39.94397, -0.08757 
1484740141, 276576.32, 39.94396, -0.08755 
1484740140, 276580.54, 39.94393, -0.08752 
1484740137, 276585.22, 39.94389, -0.08749 
1484740136, 276591.30, 39.94384, -0.08748 
1484740134, 276596.73, 39.94379, -0.08749 
1484740133, 276604.23, 39.94372, -0.08750 
1484740132, 276615.73, 39.94363, -0.08757 
1484740131, 276638.58, 39.94346, -0.08772 
1484740130, 276669.14, 39.94325, -0.08794 
495303612, 276676.17, 39.94325, -0.08802 
495303608, 276684.75, 39.94320, -0.08794 
495303611, 276692.87, 39.94312, -0.08794 
495303617, 276705.74, 39.94303, -0.08802 
495303619, 276712.93, 39.94298, -0.08808 
1484740129, 276729.74, 39.94286, -0.08820 
1484740128, 276821.75, 39.94219, -0.08883 
1484740122, 276898.10, 39.94165, -0.08938 
1484740102, 276922.69, 39.94147, -0.08955 
233076324, 276998.59, 39.94091, -0.09007 
1484740093, 277114.31, 39.94004, -0.09081 
1484740084, 277116.24, 39.94003, -0.09080 
1484740082, 277117.32, 39.94002, -0.09080 
1484740080, 277119.98, 39.93999, -0.09080 
1484740078, 277121.24, 39.93998, -0.09081 
1484740075, 277123.67, 39.93997, -0.09083 
1484740073, 277125.09, 39.93997, -0.09085 
1484740066, 277127.43, 39.93997, -0.09087 
233076335, 277287.29, 39.93877, -0.09192 
608583709, 277296.14, 39.93871, -0.09198 
233076346, 277328.00, 39.93847, -0.09220 
233076355, 277402.11, 39.93793, -0.09271 
495630647, 277519.19, 39.93708, -0.09351 
233076366, 277523.12, 39.93705, -0.09353 
495630643, 277585.56, 39.93659, -0.09396 
233076378, 277619.34, 39.93635, -0.09419 
233076387, 277685.11, 39.93587, -0.09464 
233076397, 277765.16, 39.93528, -0.09519 
233076408, 277843.09, 39.93471, -0.09572 
495630540, 277847.66, 39.93468, -0.09576 
495303722, 277851.00, 39.93465, -0.09578 
233076417, 277886.55, 39.93440, -0.09602 
233076426, 277934.63, 39.93404, -0.09635 
324147640, 278015.97, 39.93345, -0.09691 
233076431, 278026.36, 39.93336, -0.09693 
233076442, 278109.01, 39.93275, -0.09748 
233076451, 278194.03, 39.93216, -0.09812 
495303848, 278202.35, 39.93212, -0.09821 
1152722275, 278269.90, 39.93163, -0.09866 
495630507, 278283.40, 39.93153, -0.09875 
233112828, 278455.15, 39.93026, -0.09990 
495303835, 278463.13, 39.93020, -0.09995 
495303846, 278511.06, 39.92984, -0.10027 
495303880, 278529.34, 39.92972, -0.10041 
495304068, 278540.10, 39.92971, -0.10054 
495303861, 278544.37, 39.92969, -0.10058 
495303863, 278554.75, 39.92961, -0.10066 
495303851, 278563.50, 39.92954, -0.10067 
495303857, 278572.26, 39.92946, -0.10064 
495303843, 278592.35, 39.92931, -0.10076 
499510145, 278721.23, 39.92836, -0.10162 
495303864, 278775.31, 39.92796, -0.10198 
324148512, 278790.83, 39.92786, -0.10212 
324148517, 278801.91, 39.92788, -0.10225 
324148525, 278812.23, 39.92784, -0.10236 
324148534, 278822.02, 39.92776, -0.10242 
608583561, 278830.68, 39.92769, -0.10243 
324148541, 278838.38, 39.92762, -0.10241 
336407661, 278855.56, 39.92747, -0.10243 
336407668, 278995.32, 39.92642, -0.10334 
336399654, 279006.83, 39.92638, -0.10346 
336399657, 279013.51, 39.92638, -0.10354 
336399662, 279023.45, 39.92634, -0.10365 
336399666, 279033.40, 39.92627, -0.10372 
336399673, 279045.14, 39.92617, -0.10373 
336399684, 279055.60, 39.92608, -0.10368 
495630377, 279067.36, 39.92598, -0.10372 
495630383, 279175.70, 39.92517, -0.10443 
495303788, 279279.98, 39.92548, -0.10558 
495303769, 279297.72, 39.92556, -0.10577 
495303774, 279306.35, 39.92548, -0.10578 
495303790, 279317.15, 39.92541, -0.10587 
495303771, 279319.39, 39.92540, -0.10589 
495303765, 279327.97, 39.92539, -0.10599 
235980084, 279350.00, 39.92521, -0.10591 
495630363, 279446.37, 39.92436, -0.10613 
235980075, 279521.59, 39.92369, -0.10630 
495303741, 279559.23, 39.92336, -0.10639 
324156717, 279580.27, 39.92318, -0.10647 
324156747, 279621.76, 39.92284, -0.10666 
324156734, 279800.65, 39.92147, -0.10777 
232439357, 279823.15, 39.92128, -0.10783 
324156701, 279916.31, 39.92053, -0.10832 
232439378, 280036.94, 39.91955, -0.10895 
232439387, 280549.95, 39.91542, -0.11161 
232439399, 280660.56, 39.91452, -0.11218 
232439406, 280721.21, 39.91402, -0.11245 
232439418, 280991.99, 39.91176, -0.11363 
232439428, 281264.33, 39.90949, -0.11482 
232439439, 281382.15, 39.90850, -0.11533 
324161939, 281460.12, 39.90783, -0.11561 
232439448, 281566.57, 39.90690, -0.11589 
232439454, 281761.73, 39.90519, -0.11640 
232439465, 281797.42, 39.90489, -0.11653 
305690821, 281884.33, 39.90418, -0.11696 
232439477, 282032.78, 39.90297, -0.11771 
305690775, 282243.05, 39.90126, -0.11875 
305690774, 282300.77, 39.90079, -0.11903 
305681010, 282322.14, 39.90061, -0.11915 
232439487, 282451.39, 39.89957, -0.11981 
983474493, 282520.06, 39.89902, -0.12019 
232439497, 282614.76, 39.89827, -0.12071 
1481423054, 282871.82, 39.89622, -0.12210 
1481423031, 282928.42, 39.89577, -0.12242 
232439507, 283315.94, 39.89269, -0.12454 
232439517, 283440.32, 39.89174, -0.12530 
305687224, 283548.74, 39.89083, -0.12575 
305687227, 283664.66, 39.88984, -0.12621 
305687229, 283799.55, 39.88880, -0.12702 
305687232, 283908.54, 39.88798, -0.12771 
232439531, 283985.85, 39.88740, -0.12821 
232439543, 284040.54, 39.88702, -0.12862 
305687236, 284201.59, 39.88602, -0.12998 
232439555, 284254.61, 39.88566, -0.13040 
232439565, 284445.80, 39.88426, -0.13169 
324163444, 285101.43, 39.87942, -0.13608 
232439587, 285245.43, 39.87837, -0.13707 
232439602, 285321.24, 39.87787, -0.13767 
232439615, 285609.39, 39.87609, -0.14013 
324163442, 285686.64, 39.87560, -0.14077 
324163439, 285738.64, 39.87523, -0.14114 
232439624, 285799.98, 39.87475, -0.14150 
232439634, 285896.43, 39.87396, -0.14196 
232439646, 285971.47, 39.87335, -0.14233 
324163426, 286033.31, 39.87286, -0.14269 
324163373, 286096.01, 39.87235, -0.14298 
324163394, 286189.72, 39.87159, -0.14347 
244180614, 286246.88, 39.87118, -0.14387 
244180615, 286288.48, 39.87092, -0.14423 
244180616, 286387.58, 39.87046, -0.14522 
244057425, 286436.46, 39.87027, -0.14574 
324164591, 286462.76, 39.87018, -0.14545 
244057439, 286481.94, 39.87007, -0.14528 
324164597, 286508.06, 39.86986, -0.14514 
244057440, 286535.74, 39.86961, -0.14513 
1319878704, 286542.85, 39.86955, -0.14514 
1319878701, 286571.64, 39.86932, -0.14531 
244057436, 286585.61, 39.86924, -0.14543 
1319878698, 286616.81, 39.86913, -0.14577 
324164630, 286639.10, 39.86903, -0.14555 
244057430, 286662.47, 39.86885, -0.14540 
324164644, 286687.00, 39.86863, -0.14534 
244057448, 286706.90, 39.86845, -0.14535 
244057431, 286731.34, 39.86823, -0.14538 
324164652, 286751.87, 39.86806, -0.14546 
244057433, 286816.07, 39.86753, -0.14577 
244057428, 286909.34, 39.86676, -0.14619 
232439665, 287040.17, 39.86567, -0.14678 
232439672, 287377.07, 39.86288, -0.14831 
409913937, 287407.79, 39.86262, -0.14844 
232439683, 287447.66, 39.86230, -0.14864 
432664599, 287747.21, 39.85981, -0.14998 
431361439, 287932.76, 39.85827, -0.15081 
1319878666, 287983.41, 39.85786, -0.15108 
244057740, 288008.41, 39.85772, -0.15130 
1319878665, 288019.75, 39.85771, -0.15117 
232439699, 288030.84, 39.85766, -0.15105 
244035111, 288041.01, 39.85759, -0.15098 
1319878662, 288052.35, 39.85749, -0.15094 
244035109, 288064.01, 39.85739, -0.15096 
437382218, 288072.91, 39.85732, -0.15101 
232439711, 288089.90, 39.85723, -0.15118 
437382238, 288100.60, 39.85714, -0.15112 
232439720, 288116.42, 39.85700, -0.15108 
232439727, 288174.85, 39.85648, -0.15101 
409913863, 288204.97, 39.85621, -0.15104 
432664030, 288226.47, 39.85603, -0.15111 
232439735, 288250.34, 39.85583, -0.15124 
244057351, 288313.71, 39.85537, -0.15166 
244057354, 288387.85, 39.85483, -0.15217 
244057352, 288428.40, 39.85453, -0.15245 
244057347, 288461.56, 39.85429, -0.15268 
244057348, 288493.47, 39.85406, -0.15290 
244057343, 288518.35, 39.85388, -0.15307 
244057345, 288568.65, 39.85351, -0.15341 
244057341, 288611.48, 39.85320, -0.15371 
244057342, 288681.22, 39.85269, -0.15419 
244057338, 288702.69, 39.85253, -0.15433 
244057339, 288752.08, 39.85217, -0.15467 
244057335, 288794.95, 39.85186, -0.15496 
432664157, 288815.39, 39.85171, -0.15510 
244057337, 288842.07, 39.85151, -0.15528 
244057332, 288886.69, 39.85118, -0.15558 
437382255, 288932.04, 39.85085, -0.15588 
437382248, 288945.52, 39.85077, -0.15600 
437382246, 288951.67, 39.85074, -0.15607 
437382253, 288957.07, 39.85069, -0.15608 
437382254, 288968.43, 39.85060, -0.15613 
244057327, 289051.89, 39.85000, -0.15671 
437382266, 289157.43, 39.84923, -0.15743 
437382260, 289167.71, 39.84914, -0.15747 
437382258, 289172.97, 39.84912, -0.15753 
437382265, 289179.05, 39.84907, -0.15755 
437382268, 289184.88, 39.84903, -0.15760 
244057324, 289216.47, 39.84880, -0.15781 
244057319, 289234.64, 39.84867, -0.15793 
244057317, 289279.63, 39.84835, -0.15827 
437382245, 289319.08, 39.84811, -0.15861 
437382309, 289388.14, 39.84773, -0.15924 
437382312, 289399.91, 39.84771, -0.15938 
437382319, 289404.87, 39.84767, -0.15936 
437382318, 289410.14, 39.84762, -0.15937 
437382317, 289420.18, 39.84755, -0.15944 
560966966, 289427.18, 39.84753, -0.15951 
437382311, 289437.26, 39.84754, -0.15963 
244057314, 289453.29, 39.84740, -0.15966 
244057313, 289495.45, 39.84709, -0.15994 
244057311, 289558.45, 39.84658, -0.16027 
244057310, 289594.25, 39.84629, -0.16044 
244057308, 289659.24, 39.84577, -0.16079 
244057307, 289718.53, 39.84527, -0.16103 
244057305, 289775.20, 39.84477, -0.16118 
244057304, 289822.92, 39.84435, -0.16124 
244057303, 289947.54, 39.84323, -0.16141 
244057301, 290014.67, 39.84263, -0.16147 
244057300, 290088.69, 39.84198, -0.16164 
232439789, 290142.12, 39.84152, -0.16185 
232439800, 290606.20, 39.83758, -0.16362 
244057517, 290690.23, 39.83683, -0.16372 
244057516, 290740.86, 39.83637, -0.16375 
324167269, 290779.23, 39.83603, -0.16384 
244057455, 290803.18, 39.83593, -0.16409 
324167264, 290811.32, 39.83595, -0.16418 
244057463, 290824.70, 39.83593, -0.16433 
244057459, 290838.33, 39.83585, -0.16445 
324167271, 290848.48, 39.83581, -0.16456 
244057640, 290867.14, 39.83578, -0.16478 
324167261, 290890.47, 39.83576, -0.16505 
244057678, 290926.47, 39.83565, -0.16545 
244057677, 290960.25, 39.83548, -0.16578 
244057637, 291005.00, 39.83523, -0.16618 
244057638, 291049.35, 39.83498, -0.16659 
244057462, 291176.34, 39.83426, -0.16774 
244057444, 291206.34, 39.83417, -0.16807 
324167260, 291216.01, 39.83411, -0.16799 
244057445, 291225.48, 39.83404, -0.16793 
324167257, 291236.00, 39.83394, -0.16792 
244057441, 291252.05, 39.83381, -0.16800 
244057672, 291298.61, 39.83386, -0.16746 
244057697, 291379.96, 39.83385, -0.16651 
244057696, 291441.82, 39.83379, -0.16579 
244057699, 291486.41, 39.83358, -0.16534 
324167281, 291533.85, 39.83326, -0.16498 
324167282, 291586.84, 39.83283, -0.16471 
324167283, 291625.66, 39.83249, -0.16460 
324167284, 291666.63, 39.83212, -0.16455 
244057471, 291767.97, 39.83121, -0.16456 
244057513, 291859.43, 39.83040, -0.16469 
232439822, 292042.15, 39.82876, -0.16490 
232439829, 292616.98, 39.82363, -0.16570 
232439848, 293278.01, 39.81773, -0.16666 
1297219590, 293316.56, 39.81740, -0.16680 
1297219623, 293337.17, 39.81724, -0.16693 
1297219684, 293356.64, 39.81716, -0.16713 
1297219526, 293377.43, 39.81700, -0.16725 
1297219561, 293396.00, 39.81683, -0.16723 
1297219584, 293412.20, 39.81671, -0.16712 
1297219474, 293425.01, 39.81665, -0.16700 
1297219580, 293445.93, 39.81647, -0.16693 
1297219485, 293513.89, 39.81587, -0.16702 
1297219616, 293533.77, 39.81570, -0.16708 
1297219495, 293546.81, 39.81565, -0.16722 
1297219656, 293559.16, 39.81556, -0.16732 
1297219557, 293579.48, 39.81538, -0.16735 
324168522, 293586.14, 39.81533, -0.16732 
245970400, 293606.67, 39.81514, -0.16732 
324168523, 293630.32, 39.81494, -0.16724 
245970401, 293672.10, 39.81456, -0.16728 
324168544, 293792.36, 39.81349, -0.16748 
324168545, 293830.93, 39.81316, -0.16760 
1297219520, 293866.53, 39.81287, -0.16777 
324168546, 293888.56, 39.81270, -0.16790 
1297219643, 293939.16, 39.81230, -0.16820 
324168547, 294029.79, 39.81159, -0.16871 
324168548, 294081.69, 39.81117, -0.16897 
324168549, 294143.34, 39.81068, -0.16931 
324168550, 294164.39, 39.81050, -0.16939 
232439895, 294611.35, 39.80702, -0.17202 
1297219514, 295012.82, 39.80390, -0.17439 
1297219540, 295119.88, 39.80308, -0.17504 
1297219687, 295138.97, 39.80295, -0.17518 
1297219674, 295155.95, 39.80286, -0.17534 
1297219563, 295167.09, 39.80284, -0.17547 
1297219700, 295176.71, 39.80278, -0.17555 
1297219477, 295185.82, 39.80271, -0.17560 
1297219511, 295199.37, 39.80259, -0.17557 
1297219527, 295222.29, 39.80239, -0.17564 
232439909, 295259.29, 39.80207, -0.17579 
1297219577, 295288.63, 39.80184, -0.17596 
232439919, 295615.01, 39.79931, -0.17789 
305766090, 295944.14, 39.79676, -0.17983 
324172474, 296431.96, 39.79297, -0.18271 
232439941, 297233.15, 39.78674, -0.18742 
1297219560, 297521.78, 39.78450, -0.18912 
1297219603, 297550.72, 39.78429, -0.18933 
1297219671, 297567.71, 39.78419, -0.18948 
1297219470, 297864.34, 39.78229, -0.19192 
1297219610, 297880.39, 39.78220, -0.19206 
1297219653, 297898.90, 39.78211, -0.19225 
1297219555, 297919.43, 39.78206, -0.19248 
1297219543, 297938.26, 39.78210, -0.19269 
1297219498, 297949.35, 39.78201, -0.19265 
1297219592, 297960.12, 39.78191, -0.19266 
1297219688, 297982.99, 39.78174, -0.19281 
1297219654, 298002.07, 39.78169, -0.19302 
1297219549, 298014.93, 39.78172, -0.19317 
1297219503, 298027.77, 39.78179, -0.19329 
1297219667, 298046.50, 39.78162, -0.19329 
1297219566, 298080.49, 39.78132, -0.19337 
1297219472, 298107.82, 39.78110, -0.19353 
232439979, 298162.89, 39.78069, -0.19389 
305780977, 298272.62, 39.77999, -0.19479 
1297219559, 298360.17, 39.77942, -0.19550 
232440005, 298416.86, 39.77904, -0.19594 
305780953, 298460.44, 39.77872, -0.19624 
1297219569, 298495.06, 39.77845, -0.19645 
232440020, 298544.39, 39.77807, -0.19672 
1297219680, 298598.94, 39.77763, -0.19702 
232440029, 298628.21, 39.77740, -0.19719 
324174347, 298673.78, 39.77707, -0.19750 
232440040, 298704.71, 39.77687, -0.19775 
1297219479, 298735.71, 39.77669, -0.19803 
324174354, 298773.84, 39.77650, -0.19840 
1297219669, 298811.05, 39.77635, -0.19879 
324174357, 298956.47, 39.77584, -0.20036 
1297219530, 298985.08, 39.77572, -0.20065 
324174361, 299020.86, 39.77553, -0.20099 
324174365, 299057.67, 39.77530, -0.20131 
324174370, 299204.66, 39.77434, -0.20248 
1297219491, 299246.59, 39.77407, -0.20283 
232440056, 299285.08, 39.77387, -0.20319 
232440069, 299542.33, 39.77254, -0.20565 
324176581, 299585.69, 39.77231, -0.20606 
232440084, 299618.83, 39.77211, -0.20635 
232440093, 299659.70, 39.77182, -0.20665 
324176582, 299700.45, 39.77151, -0.20690 
827474679, 299749.77, 39.77110, -0.20713 
827474672, 299795.26, 39.77073, -0.20734 
827474655, 299814.70, 39.77057, -0.20745 
827474650, 299836.06, 39.77042, -0.20760 
827474670, 299855.25, 39.77029, -0.20774 
827474668, 299870.63, 39.77016, -0.20782 
827474681, 299885.90, 39.77006, -0.20795 
827474669, 299897.52, 39.77001, -0.20806 
827474663, 299910.12, 39.76990, -0.20811 
827474676, 299923.11, 39.76979, -0.20806 
827474651, 299939.93, 39.76964, -0.20805 
827474656, 299966.54, 39.76940, -0.20810 
324176583, 300017.24, 39.76896, -0.20823 
232440113, 300216.00, 39.76730, -0.20911 
827474653, 300260.10, 39.76695, -0.20936 
827474687, 300281.24, 39.76682, -0.20954 
827474665, 300306.05, 39.76671, -0.20979 
827474660, 300328.50, 39.76652, -0.20988 
827474674, 300349.97, 39.76633, -0.20982 
827474661, 300371.53, 39.76615, -0.20977 
827474673, 300411.91, 39.76579, -0.20983 
232440126, 300476.07, 39.76522, -0.21001 
232440137, 300682.49, 39.76346, -0.21075 
232440142, 300786.93, 39.76256, -0.21113 
324176607, 300968.26, 39.76101, -0.21179 
232440153, 301193.78, 39.75909, -0.21261 
232440166, 301319.28, 39.75801, -0.21306 
324176606, 301520.62, 39.75630, -0.21381 
232440178, 301722.53, 39.75460, -0.21465 
324176631, 301838.08, 39.75365, -0.21520 
324176630, 301953.33, 39.75272, -0.21578 
324176629, 302178.24, 39.75094, -0.21704 
232440187, 302276.95, 39.75019, -0.21766 
232440196, 302359.44, 39.74962, -0.21827 
232440209, 302437.12, 39.74911, -0.21890 
232440220, 303204.26, 39.74461, -0.22570 
232440232, 303283.32, 39.74416, -0.22641 
324178629, 303342.71, 39.74385, -0.22698 
232440241, 303436.33, 39.74342, -0.22793 
324178632, 303587.09, 39.74277, -0.22947 
232440250, 303760.32, 39.74200, -0.23123 
324178703, 303818.22, 39.74172, -0.23180 
324178700, 303854.98, 39.74151, -0.23214 
232440261, 303901.75, 39.74123, -0.23254 
276188929, 303960.07, 39.74084, -0.23301 
276188945, 303996.01, 39.74066, -0.23335 
276188930, 304020.47, 39.74067, -0.23364 
276188931, 304038.19, 39.74072, -0.23383 
276188932, 304058.51, 39.74070, -0.23406 
276188933, 304076.44, 39.74061, -0.23423 
276188934, 304092.06, 39.74049, -0.23432 
276188935, 304108.70, 39.74034, -0.23434 
276188936, 304127.10, 39.74018, -0.23427 
276188937, 304138.94, 39.74011, -0.23417 
276188946, 304162.53, 39.73990, -0.23408 
232440272, 304187.02, 39.73969, -0.23416 
276189254, 304254.27, 39.73921, -0.23464 
276189255, 304299.88, 39.73887, -0.23494 
232440283, 304599.44, 39.73660, -0.23683 
232440291, 304888.98, 39.73441, -0.23865 
276295140, 304924.97, 39.73411, -0.23882 
232440301, 304996.42, 39.73350, -0.23908 
232440313, 305549.63, 39.72878, -0.24112 
585207338, 305569.32, 39.72862, -0.24121 
585207337, 305590.91, 39.72844, -0.24130 
585207340, 305609.87, 39.72830, -0.24144 
585207341, 305618.84, 39.72828, -0.24154 
585207333, 305627.99, 39.72824, -0.24163 
585207334, 305637.06, 39.72817, -0.24169 
585207309, 305646.73, 39.72808, -0.24171 
585207335, 305656.38, 39.72800, -0.24169 
585207325, 305665.73, 39.72793, -0.24162 
585207323, 305687.87, 39.72773, -0.24161 
246670499, 305761.49, 39.72710, -0.24186 
246670498, 305797.31, 39.72682, -0.24207 
246670497, 305858.89, 39.72636, -0.24247 
246670496, 305996.37, 39.72536, -0.24342 
246670494, 306371.84, 39.72276, -0.24622 
703778067, 306400.20, 39.72259, -0.24647 
1406791014, 306413.49, 39.72253, -0.24660 
412518940, 306420.84, 39.72250, -0.24668 
585207306, 306433.14, 39.72253, -0.24682 
412518941, 306444.66, 39.72251, -0.24695 
412518948, 306456.79, 39.72244, -0.24706 
412518942, 306471.28, 39.72232, -0.24713 
585207305, 306480.16, 39.72224, -0.24713 
412518943, 306489.78, 39.72216, -0.24709 
1406791000, 306496.23, 39.72210, -0.24709 
412518950, 306506.80, 39.72201, -0.24709 
585207297, 306539.25, 39.72174, -0.24724 
246670492, 306574.50, 39.72143, -0.24732 
246670491, 306631.92, 39.72093, -0.24750 
246670490, 306958.09, 39.71818, -0.24881 
246670489, 307049.46, 39.71741, -0.24921 
246670488, 307181.25, 39.71634, -0.24986 
246670486, 307558.30, 39.71328, -0.25176 
246670485, 307615.47, 39.71282, -0.25207 
1368474996, 307693.48, 39.71221, -0.25250 
246670484, 308216.41, 39.70807, -0.25541 
246670483, 308279.29, 39.70757, -0.25577 
246670479, 308323.19, 39.70724, -0.25603 
246670482, 308377.75, 39.70685, -0.25643 
246670481, 308480.73, 39.70617, -0.25725 
246670480, 308522.22, 39.70589, -0.25756 
246670949, 308771.51, 39.70404, -0.25920 
703778119, 308799.11, 39.70389, -0.25946 
703778111, 308822.12, 39.70381, -0.25971 
703778059, 308845.91, 39.70380, -0.25999 
703778134, 308860.90, 39.70387, -0.26014 
703778078, 308878.17, 39.70401, -0.26023 
703778063, 308893.77, 39.70389, -0.26033 
246670475, 308910.22, 39.70380, -0.26048 
246670474, 308918.73, 39.70377, -0.26057 
703778115, 308932.82, 39.70374, -0.26073 
246670473, 308947.34, 39.70374, -0.26090 
412518971, 308970.47, 39.70356, -0.26077 
1297381830, 308986.32, 39.70342, -0.26075 
703778049, 309004.16, 39.70326, -0.26075 
1297381829, 309023.05, 39.70310, -0.26081 
1297381864, 309055.14, 39.70284, -0.26099 
1297381873, 309083.69, 39.70261, -0.26112 
1297381793, 309110.28, 39.70238, -0.26123 
1297381801, 309138.88, 39.70213, -0.26130 
1297381837, 309159.25, 39.70195, -0.26132 
703778105, 309198.11, 39.70160, -0.26134 
412518975, 309230.39, 39.70131, -0.26137 
412518962, 309260.97, 39.70104, -0.26145 
412518963, 309276.66, 39.70093, -0.26156 
412518985, 309282.51, 39.70087, -0.26157 
412518968, 309295.17, 39.70076, -0.26153 
412518964, 309305.20, 39.70070, -0.26145 
703778057, 309334.73, 39.70044, -0.26134 
246813604, 309366.03, 39.70017, -0.26128 
246813594, 309764.60, 39.69658, -0.26113 
246813593, 309810.83, 39.69617, -0.26115 
1037448307, 309900.90, 39.69536, -0.26128 
246813592, 310145.77, 39.69318, -0.26164 
246813591, 310198.31, 39.69272, -0.26176 
246813590, 310249.85, 39.69227, -0.26192 
246813589, 310445.20, 39.69058, -0.26253 
246813588, 310491.69, 39.69017, -0.26266 
246813587, 310665.76, 39.68863, -0.26305 
246813586, 310745.45, 39.68793, -0.26325 
246813585, 310780.71, 39.68764, -0.26340 
246813584, 310828.45, 39.68725, -0.26364 
246813583, 310861.34, 39.68700, -0.26384 
246813582, 310913.01, 39.68664, -0.26422 
246813581, 310982.18, 39.68619, -0.26477 
919591007, 311006.36, 39.68618, -0.26506 
919590998, 311022.35, 39.68606, -0.26496 
919591004, 311037.68, 39.68592, -0.26496 
919590990, 311053.30, 39.68579, -0.26504 
919590994, 311072.05, 39.68570, -0.26522 
919591023, 311088.36, 39.68568, -0.26541 
919590983, 311106.82, 39.68576, -0.26559 
246813580, 311133.93, 39.68552, -0.26562 
246813579, 311377.96, 39.68390, -0.26755 
246813577, 311414.29, 39.68364, -0.26780 
441584601, 311441.21, 39.68343, -0.26797 
441584598, 311461.59, 39.68334, -0.26817 
441584594, 311487.73, 39.68334, -0.26847 
919591008, 311505.63, 39.68325, -0.26864 
471545880, 311520.51, 39.68313, -0.26872 
919591027, 311545.28, 39.68291, -0.26867 
441584599, 311563.77, 39.68279, -0.26852 
246813574, 311582.42, 39.68262, -0.26850 
246813573, 311734.54, 39.68135, -0.26914 
559812970, 311875.14, 39.68017, -0.26973 
911546865, 311897.10, 39.67999, -0.26984 
246813572, 311908.46, 39.67993, -0.26995 
911546867, 311920.28, 39.67983, -0.27001 
911546871, 311934.67, 39.67970, -0.26998 
911546882, 311957.78, 39.67950, -0.27006 
246813570, 311994.44, 39.67920, -0.27021 
246813569, 312015.96, 39.67902, -0.27030 
246813565, 312237.17, 39.67716, -0.27124 
246813564, 312294.30, 39.67668, -0.27148 
911498108, 312320.53, 39.67645, -0.27156 
246813563, 312325.37, 39.67645, -0.27161 
911498120, 312332.21, 39.67642, -0.27168 
911498122, 312337.01, 39.67638, -0.27171 
911498125, 312345.01, 39.67631, -0.27172 
911498086, 312351.69, 39.67626, -0.27169 
246813561, 312365.75, 39.67613, -0.27171 
246813560, 312402.15, 39.67585, -0.27193 
919590980, 312418.47, 39.67574, -0.27205 
246813559, 312435.30, 39.67563, -0.27219 
246813558, 312552.03, 39.67495, -0.27322 
246813555, 312591.90, 39.67471, -0.27357 
246813515, 312624.06, 39.67456, -0.27389 
246813526, 312633.09, 39.67454, -0.27399 
336269330, 312640.77, 39.67451, -0.27407 
246813543, 312651.43, 39.67443, -0.27415 
246813556, 312683.19, 39.67423, -0.27441 
246813514, 312707.28, 39.67403, -0.27452 
246813513, 312780.08, 39.67345, -0.27492 
246813512, 312853.46, 39.67287, -0.27532 
246813511, 312927.26, 39.67228, -0.27572 
246813510, 313012.43, 39.67162, -0.27623 
246813509, 313045.39, 39.67139, -0.27647 
343392175, 313097.13, 39.67103, -0.27685 
246813508, 313117.58, 39.67088, -0.27698 
343392160, 313163.62, 39.67051, -0.27724 
246813507, 313196.03, 39.67023, -0.27734 
412722281, 313223.31, 39.66999, -0.27741 
246813436, 313275.58, 39.66952, -0.27747 
412722282, 313550.60, 39.66706, -0.27769 
919687649, 313634.34, 39.66631, -0.27777 
246813437, 313668.38, 39.66600, -0.27784 
1369215661, 313773.51, 39.66508, -0.27808 
1369215660, 313804.04, 39.66481, -0.27815 
246813438, 313831.30, 39.66457, -0.27821 
246813440, 313917.52, 39.66381, -0.27840 
246813442, 314100.79, 39.66220, -0.27888 
246813427, 314221.66, 39.66114, -0.27920 
919687682, 314271.40, 39.66072, -0.27939 
246813355, 314358.43, 39.66001, -0.27982 
246813356, 314464.92, 39.65913, -0.28031 
246813357, 314545.86, 39.65846, -0.28069 
246813365, 314704.63, 39.65715, -0.28142 
246813376, 314808.16, 39.65627, -0.28183 
246813392, 315072.16, 39.65399, -0.28267 
252422370, 315863.13, 39.64712, -0.28506 
252422359, 315929.72, 39.64654, -0.28525 
252422372, 315992.67, 39.64599, -0.28546 
252422365, 316064.64, 39.64540, -0.28581 
252422364, 316149.14, 39.64475, -0.28631 
252422362, 316269.83, 39.64388, -0.28715 
252422414, 316455.20, 39.64256, -0.28847 
252422361, 316573.82, 39.64170, -0.28929 
252422416, 316732.44, 39.64055, -0.29038 
252422419, 316799.36, 39.64002, -0.29077 
252422368, 317067.30, 39.63794, -0.29235 
981016189, 317109.42, 39.63763, -0.29263 
981015914, 317147.66, 39.63737, -0.29292 
