8,50,0.005,2,193
8,50,0.005,2,50
8,50,0.005,2,57
8,50,0.005,2,1214
8,50,0.005,2,5
8,50,0.005,2,18
8,50,0.005,2,697
8,50,0.005,2,269
8,50,0.005,2,39
8,50,0.005,2,980
8,50,0.005,2,613
8,50,0.005,2,325
8,50,0.005,2,113
8,50,0.005,2,539
8,50,0.005,2,288
8,50,0.005,2,60
8,50,0.005,2,44
8,50,0.005,2,760
8,50,0.005,2,77
8,50,0.005,2,94
8,50,0.005,2,435
8,50,0.005,2,335
8,50,0.005,2,56
8,50,0.005,2,119
8,50,0.005,2,433
8,50,0.005,2,596
8,50,0.005,2,0
8,50,0.005,2,60
8,50,0.005,2,83
8,50,0.005,2,55
8,50,0.005,2,109
8,50,0.005,2,8
8,50,0.005,2,117
8,50,0.005,2,1040
8,50,0.005,2,61
8,50,0.005,2,881
8,50,0.005,2,1
8,50,0.005,2,58
8,50,0.005,2,180
8,50,0.005,2,27
8,50,0.005,2,123
8,50,0.005,2,234
8,50,0.005,2,529
8,50,0.005,2,9
8,50,0.005,2,33
8,50,0.005,2,1
8,50,0.005,2,420
8,50,0.005,2,222
8,50,0.005,2,217
8,50,0.005,2,24
8,50,0.005,2,523
8,50,0.005,2,0
8,50,0.005,2,478
8,50,0.005,2,443
8,50,0.005,2,7
8,50,0.005,2,140
8,50,0.005,2,315
8,50,0.005,2,12
8,50,0.005,2,0
8,50,0.005,2,22
8,50,0.005,2,84
8,50,0.005,2,300
8,50,0.005,2,22
8,50,0.005,2,40
8,50,0.005,2,132
8,50,0.005,2,256
8,50,0.005,2,51
8,50,0.005,2,191
8,50,0.005,2,59
8,50,0.005,2,13
8,50,0.005,2,476
8,50,0.005,2,209
8,50,0.005,2,61
8,50,0.005,2,166
8,50,0.005,2,86
8,50,0.005,2,1
8,50,0.005,2,0
8,50,0.005,2,298
8,50,0.005,2,233
8,50,0.005,2,48
8,50,0.005,2,89
8,50,0.005,2,399
8,50,0.005,2,335
8,50,0.005,2,889
8,50,0.005,2,251
8,50,0.005,2,0
8,50,0.005,2,0
8,50,0.005,2,64
8,50,0.005,2,70
8,50,0.005,2,64
8,50,0.005,2,60
8,50,0.005,2,106
8,50,0.005,2,153
8,50,0.005,2,185
8,50,0.005,2,11
8,50,0.005,2,94
8,50,0.005,2,16
8,50,0.005,2,0
8,50,0.005,2,1125
8,50,0.005,2,7
8,50,0.00525,2,549
8,50,0.00525,2,77
8,50,0.00525,2,27
8,50,0.00525,2,0
8,50,0.00525,2,237
8,50,0.00525,2,84
8,50,0.00525,2,53
8,50,0.00525,2,150
8,50,0.00525,2,301
8,50,0.00525,2,9
8,50,0.00525,2,0
8,50,0.00525,2,243
8,50,0.00525,2,178
8,50,0.00525,2,0
8,50,0.00525,2,14
8,50,0.00525,2,737
8,50,0.00525,2,467
8,50,0.00525,2,359
8,50,0.00525,2,58
8,50,0.00525,2,243
8,50,0.00525,2,105
8,50,0.00525,2,498
8,50,0.00525,2,5
8,50,0.00525,2,611
8,50,0.00525,2,72
8,50,0.00525,2,381
8,50,0.00525,2,0
8,50,0.00525,2,2
8,50,0.00525,2,28
8,50,0.00525,2,160
8,50,0.00525,2,223
8,50,0.00525,2,0
8,50,0.00525,2,69
8,50,0.00525,2,429
8,50,0.00525,2,0
8,50,0.00525,2,0
8,50,0.00525,2,67
8,50,0.00525,2,11
8,50,0.00525,2,194
8,50,0.00525,2,1127
8,50,0.00525,2,25
8,50,0.00525,2,143
8,50,0.00525,2,0
8,50,0.00525,2,235
8,50,0.00525,2,615
8,50,0.00525,2,11
8,50,0.00525,2,1109
8,50,0.00525,2,351
8,50,0.00525,2,42
8,50,0.00525,2,18
